GCA_043968985.1_PDT002426340.1_genomic,183
GCA_009546295.1_PDT000623072.1_genomic,413
GCA_016273885.1_PDT000457229.1_genomic,1974
GCA_021757925.1_PDT001235097.1_genomic,447
GCA_005438635.1_PDT000319768.1_genomic,1547
GCA_008268425.1_PDT000577415.1_genomic,1612
GCA_011570485.1_PDT000297456.2_genomic,964
GCA_017024135.1_PDT000955179.1_genomic,99
GCA_022556835.1_ASM2255683v1_genomic,463
GCA_021534035.1_PDT001226865.1_genomic,2045
GCA_003875845.1_PDT000182502.2_genomic,45
GCA_007112425.1_PDT000275693.2_genomic,243
GCA_021036465.1_PDT001189226.1_genomic,469
GCA_020176255.1_ASM2017625v1_genomic,1316
GCA_042484835.1_PDT002400123.1_genomic,1674
GCA_008775255.1_PDT000595985.1_genomic,32
GCA_022372535.1_PDT001252648.1_genomic,127
GCA_040456615.1_PDT002238696.1_genomic,816
GCA_019326125.1_PDT001095332.1_genomic,367
GCF_004324195.1_ASM432419v1_genomic,17
GCA_015913275.1_PDT000898906.1_genomic,13
GCA_019436165.1_PDT001100656.1_genomic,126
GCA_010900995.1_PDT000310801.2_genomic,185
GCA_023610865.1_ASM2361086v1_genomic,40
GCA_007615115.1_PDT000501392.1_genomic,166
GCA_001359675.1_10060_6_6_genomic,2
GCA_011119095.1_PDT000230091.2_genomic,471
GCA_017586105.1_PDT000989828.1_genomic,15
GCA_010496425.1_PDT000302692.2_genomic,2379
GCA_011481815.1_PDT000563654.1_genomic,1549
GCF_037167645.1_ASM3716764v1_genomic,515
GCA_019224505.1_PDT001089785.1_genomic,1973
GCA_008866185.1_PDT000105555.2_genomic,166
GCA_007534455.1_PDT000485757.1_genomic,909
GCA_011275485.1_PDT000673029.1_genomic,816
GCA_017195155.1_PDT000943081.1_genomic,873
GCA_044581915.1_ASM4458191v1_genomic,198
GCA_020298585.1_PDT000712563.1_genomic,308
GCA_019023765.1_PDT001076658.1_genomic,321
GCA_022363495.1_PDT001253257.1_genomic,367
GCA_010971295.1_PDT000092503.2_genomic,40
GCA_020714025.1_PDT001167056.1_genomic,405
GCA_022021495.1_PDT001239612.1_genomic,23
GCA_008904165.1_PDT000128380.2_genomic,2131
GCA_917104305.1_FD01848607_genomic,31
GCA_016017715.1_ASM1601771v1_genomic,1925
GCA_007380225.1_PDT000418691.1_genomic,311
GCA_007629115.1_PDT000278654.2_genomic,39
GCA_007695585.1_PDT000542515.1_genomic,2072
GCA_917191615.1_FD01876138_genomic,197
GCA_008971065.1_PDT000603714.1_genomic,440
GCA_007562805.1_PDT000291079.2_genomic,1547
GCA_041081625.1_PDT002300012.1_genomic,548
GCA_007388805.1_PDT000428786.1_genomic,2015
GCA_020488805.1_PDT001150436.1_genomic,4
GCA_019838445.1_PDT001120703.1_genomic,92
GCA_017139435.1_PDT000947782.1_genomic,1659
GCA_007685825.1_PDT000479145.1_genomic,365
GCA_004189055.1_PDT000338143.1_genomic,2015
GCA_020808465.1_PDT001171739.1_genomic,684
GCA_010845925.1_PDT000662273.1_genomic,1848
GCA_020948195.1_PDT001175819.1_genomic,243
GCA_016565905.1_PDT000928714.1_genomic,1675
GCA_042240545.1_PDT002380188.1_genomic,65
GCA_023478205.1_PDT001310193.1_genomic,2870
GCA_040039035.1_PDT002186105.1_genomic,2606
GCA_007696765.1_PDT000542744.1_genomic,359
GCA_010929295.1_PDT000300983.2_genomic,128
GCA_007876505.1_PDT000551417.1_genomic,307
GCA_011629105.1_PDT000688228.1_genomic,524
GCA_020780255.1_PDT001170135.1_genomic,85
GCA_047995435.1_PDT002639918.1_genomic,309
GCA_042597055.1_PDT002402582.1_genomic,50
GCA_010164395.1_PDT000278854.2_genomic,2870
GCA_010617385.1_PDT000303603.2_genomic,603
GCA_042495805.1_PDT002400200.1_genomic,1499
GCA_043514095.1_PDT002335750.1_genomic,49
GCA_043008295.1_PDT002143564.1_genomic,543
GCA_019942975.1_PDT001126902.1_genomic,873
GCA_011138395.1_PDT000285471.2_genomic,2553
GCA_008391715.1_PDT000584212.1_genomic,45
GCA_009382375.1_PDT000617893.1_genomic,471
GCA_007380725.1_PDT000418712.1_genomic,524
GCA_022073165.1_PDT001242503.1_genomic,1549
GCA_011732755.1_PDT000710177.1_genomic,34
GCA_021340875.1_PDT001214583.1_genomic,2711
GCA_010504195.1_PDT000230181.2_genomic,1384
GCA_011489915.1_PDT000708131.1_genomic,638
GCA_010842225.1_PDT000644476.1_genomic,4
GCA_013725755.1_PDT000763217.1_genomic,145
GCA_008441645.1_PDT000267643.2_genomic,135
GCA_013984715.1_PDT000799577.1_genomic,18
GCA_013127395.1_PDT000735484.1_genomic,128
GCA_019597535.1_PDT001108925.1_genomic,754
GCA_007052845.1_PDT000237444.2_genomic,2045
GCA_000430125.1_ASM43012v1_genomic,286
GCA_042191895.1_PDT002385861.1_genomic,446
GCF_019105565.1_ASM1910556v2_genomic,33
GCA_017787585.1_PDT000997555.1_genomic,2197
GCF_022603435.1_ASM2260343v1_genomic,99
GCA_043214345.1_PDT002260083.1_genomic,434
GCA_016133385.1_PDT000918494.1_genomic,949
GCA_010011085.1_PDT000652047.1_genomic,214
GCA_010777095.1_PDT000293281.2_genomic,292
GCA_007208375.1_PDT000331759.1_genomic,142
GCA_009342715.1_PDT000223363.2_genomic,1602
GCA_015169235.1_PDT000871865.1_genomic,1575
GCA_008540995.1_PDT000583814.1_genomic,2129
GCA_007417745.1_PDT000457551.1_genomic,16
GCA_007662805.1_PDT000309738.2_genomic,446
GCA_015867765.1_PDT000906360.1_genomic,20
GCA_008519665.1_PDT000125873.2_genomic,72
GCA_005498065.1_PDT000480042.1_genomic,1370
GCA_008895095.1_PDT000600442.1_genomic,321
GCA_020737135.1_PDT001167662.1_genomic,450
GCA_022981835.1_PDT001286741.1_genomic,2870
GCA_013643735.1_PDT000773122.1_genomic,617
GCA_004242425.1_PDT000389574.1_genomic,24
GCA_018405565.1_PDT001042083.1_genomic,197
GCA_014232385.1_PDT000814344.1_genomic,1575
GCA_021272025.1_PDT001210448.1_genomic,112
GCA_014939465.1_PDT000865688.1_genomic,356
GCA_014588675.1_PDT000724378.1_genomic,638
GCA_001951515.1_ASM195151v1_genomic,869
GCA_018797985.1_PDT001064419.1_genomic,80
GCA_008523145.1_PDT000135159.2_genomic,33
GCA_011215585.1_PDT000669048.1_genomic,81
GCA_022893155.1_PDT001279891.1_genomic,51
GCA_007735915.1_PDT000548822.1_genomic,367
GCA_019984825.1_PDT001130045.1_genomic,214
GCA_022947575.1_PDT001276318.1_genomic,94
GCA_028007325.1_PDT001575811.1_genomic,1891
GCA_011406595.1_PDT000002584.3_genomic,505
GCA_011556295.1_PDT000296778.2_genomic,414
GCA_016626005.1_PDT000931656.1_genomic,435
GCA_011296235.1_PDT000674128.1_genomic,1583
GCA_006867005.1_PDT000050555.2_genomic,20
GCA_022935005.1_PDT001277152.1_genomic,11
GCA_045396635.1_PDT002496476.1_genomic,198
GCA_014615075.1_PDT000837711.1_genomic,1567
GCA_023776215.1_PDT001325968.1_genomic,2009
GCF_033988355.1_ASM3398835v1_genomic,548
GCA_020521135.1_PDT001154199.1_genomic,440
GCA_023232245.1_PDT001298576.1_genomic,129
GCA_017072395.1_PDT000951222.1_genomic,48
GCA_022962735.1_PDT001284166.1_genomic,2501
GCA_015379465.1_PDT000887939.1_genomic,135
GCA_010294445.1_PDT000606499.1_genomic,3233
GCA_015223725.1_PDT000877399.1_genomic,463
GCA_011505885.1_PDT000706417.1_genomic,132
GCF_001832335.1_ASM183233v1_genomic,63
GCA_039875965.1_PDT002178678.1_genomic,816
GCA_010449555.1_PDT000247819.2_genomic,1925
GCA_007629675.1_PDT000103348.2_genomic,279
GCA_010751055.1_PDT000177602.2_genomic,464
GCA_041427135.1_PDT002333476.1_genomic,404
GCA_008731075.1_PDT000098827.2_genomic,29
GCA_042826115.1_PDT002088193.1_genomic,306
GCA_007593265.1_PDT000465436.1_genomic,19
GCA_006954025.1_PDT000173528.2_genomic,1612
GCA_044168535.1_PDT002437822.1_genomic,434
GCA_021307755.1_PDT001212785.1_genomic,81
GCA_011652325.1_PDT000678469.1_genomic,99
GCA_011259135.1_PDT000679261.1_genomic,412
GCA_008837815.1_PDT000599325.1_genomic,93
GCA_010999535.1_PDT000687573.1_genomic,212
GCA_017177635.1_PDT000945928.1_genomic,19
GCA_007649915.1_PDT000390053.1_genomic,86
GCA_010575545.1_PDT000187045.2_genomic,43
GCA_003785805.1_PDT000400517.1_genomic,132
GCA_010436975.1_PDT000643944.1_genomic,88
GCA_011095365.1_PDT000053442.2_genomic,524
GCA_010538115.1_PDT000064793.2_genomic,2026
GCA_007312055.1_PDT000384736.1_genomic,311
GCA_017194255.1_PDT000943125.1_genomic,197
GCA_011142135.1_PDT000302161.2_genomic,3233
GCA_022916315.1_PDT001283791.1_genomic,432
GCA_041518165.1_PDT002341830.1_genomic,118
GCA_021446845.1_PDT001220919.1_genomic,2058
GCA_009368815.1_PDT000225344.2_genomic,2328
GCA_041735865.1_PDT002362103.1_genomic,679
GCA_019283475.1_PDT001092967.1_genomic,443
GCA_010530745.1_PDT000002805.3_genomic,71
GCA_021746705.1_PDT001234327.1_genomic,195
GCA_011272705.1_PDT000671899.1_genomic,592
GCA_005606575.1_PDT000062059.3_genomic,1384
GCA_008977725.1_PDT000150934.2_genomic,203
GCA_007482265.1_PDT000288885.2_genomic,405
GCA_045559505.1_PDT002505326.1_genomic,411
GCA_021100015.1_PDT001188216.1_genomic,2053
GCA_016913675.1_ASM1691367v1_genomic,543
GCA_012311675.1_PDT000722187.1_genomic,582
GCA_007544535.1_PDT000542429.1_genomic,2131
GCA_022481725.1_PDT001258552.1_genomic,2131
GCA_007417865.1_PDT000457602.1_genomic,516
GCA_016098405.1_PDT000913975.1_genomic,523
GCA_023551655.1_PDT001315164.1_genomic,1499
GCA_020990305.1_PDT001185557.1_genomic,40
GCA_965237145.1_24-248_genomic,682
GCA_018011475.1_PDT001006449.1_genomic,1549
GCA_008431505.1_PDT000181413.2_genomic,413
GCA_007876605.1_PDT000551468.1_genomic,1384
GCA_011285005.1_PDT000674428.1_genomic,411
GCF_049944115.1_ASM4994411v1_genomic,543
GCA_021753445.1_PDT001233277.1_genomic,302
GCA_040214865.1_PDT002209900.1_genomic,754
GCA_047736585.1_PDT002621839.1_genomic,32
GCA_029498625.1_PDT001672461.1_genomic,88
GCA_012654775.1_PDT000722315.1_genomic,359
GCA_016028915.1_PDT000910521.1_genomic,52
GCA_010497755.1_PDT000234899.2_genomic,2711
GCA_018339175.1_ASM1833917v1_genomic,45
GCA_011001995.1_PDT000057021.2_genomic,638
GCA_014052985.1_PDT000801413.1_genomic,319
GCA_007653835.1_PDT000455580.1_genomic,1628
GCA_008561065.1_PDT000584223.1_genomic,166
GCA_008954145.1_PDT000602585.1_genomic,88
GCA_036127995.1_PDT002063622.1_genomic,152
GCA_008022235.1_PDT000043617.4_genomic,34
GCA_011132875.1_PDT000296919.2_genomic,1675
GCA_006206025.1_PDT000298366.2_genomic,949
GCA_007610715.1_PDT000479129.1_genomic,885
GCA_007541275.1_PDT000539216.1_genomic,226
GCA_014543005.1_PDT000835780.1_genomic,142
GCA_010146075.1_PDT000277067.2_genomic,45
GCA_007310035.1_PDT000383310.1_genomic,639
GCA_007585955.1_PDT000455473.1_genomic,11
GCA_018188655.1_PDT001015452.1_genomic,2330
GCA_017638645.1_PDT000993258.1_genomic,1541
GCA_016098865.1_PDT000913922.1_genomic,523
GCA_007433045.1_PDT000470742.1_genomic,639
GCA_018945355.1_PDT001069406.1_genomic,3095
GCA_015853765.1_PDT000903513.1_genomic,1547
GCA_011790305.1_PDT000684705.1_genomic,2519
GCA_010851325.1_PDT000662109.1_genomic,433
GCA_015037295.1_PDT000869118.1_genomic,101
GCA_019150205.1_PDT001083573.1_genomic,516
GCA_041133265.1_ASM4113326v1_genomic,1593
GCA_007431885.1_PDT000469321.1_genomic,1628
GCA_007594845.1_PDT000466299.1_genomic,2045
GCA_007749035.1_PDT000050280.2_genomic,185
GCA_020558175.1_PDT001157694.3_genomic,1628
GCA_000504705.2_ASM50470v2_genomic,286
GCF_001831655.1_ASM183165v1_genomic,1384
GCA_020611815.1_PDT001161230.1_genomic,132
GCA_017567325.1_PDT000989345.1_genomic,450
GCA_011493925.1_PDT000682249.1_genomic,96
GCA_009757575.1_ASM975757v1_genomic,142
GCA_011335705.1_PDT000668563.2_genomic,81
GCA_040132805.1_PDT001987408.1_genomic,433
GCA_010837205.1_PDT000642991.1_genomic,88
GCF_004798295.1_ASM479829v1_genomic,279
GCF_046038785.1_ASM4603878v1_genomic,1610
GCF_002062375.1_ASM206237v1_genomic,543
GCA_018469525.1_PDT001043505.1_genomic,2553
GCA_009375555.1_PDT000617260.1_genomic,71
GCA_006082355.1_PDT000027682.2_genomic,365
GCA_016954195.1_PDT000971297.1_genomic,1515
GCA_008948765.1_PDT000148213.2_genomic,2076
GCF_048452465.1_ASM4845246v1_genomic,1891
GCA_009061265.1_PDT000180943.2_genomic,699
GCA_011127995.1_PDT000263510.2_genomic,311
GCA_001834155.1_ASM183415v1_genomic,1384
GCA_011487885.1_PDT000682242.1_genomic,4
GCA_008736615.1_PDT000099201.4_genomic,2063
GCA_012280835.1_PDT000721969.1_genomic,1974
GCA_043218315.1_PDT002259613.1_genomic,5834
GCA_015873505.1_PDT000901563.1_genomic,578
GCA_008117325.1_PDT000069115.3_genomic,359
GCA_009404305.1_PDT000618369.1_genomic,1815
GCA_005809625.1_PDT000412372.1_genomic,699
GCA_007484285.1_PDT000289549.2_genomic,150
GCA_017915795.1_PDT001004341.1_genomic,226
GCA_011593165.1_PDT000624879.1_genomic,45
GCA_011195535.1_PDT000646312.1_genomic,699
GCA_010546945.1_PDT000099493.2_genomic,127
GCA_041132185.1_ASM4113218v1_genomic,292
GCA_020212145.1_PDT001141808.1_genomic,302
GCA_008951165.1_PDT000602406.1_genomic,2058
GCA_014167675.1_PDT000807512.1_genomic,405
GCA_008676635.1_PDT000098586.2_genomic,359
GCA_007440755.1_PDT000475649.1_genomic,239
GCA_007000145.1_PDT000341853.1_genomic,909
GCA_007300435.1_PDT000379952.1_genomic,2009
GCA_010712455.1_PDT000059778.2_genomic,129
GCA_041412035.1_PDT002332506.1_genomic,1612
GCA_008905505.1_PDT000130472.2_genomic,180
GCA_028883995.1_PDT001646992.1_genomic,152
GCF_037029165.1_ASM3702916v1_genomic,92
GCA_001242575.1_Salmonella_enterica_CVM_N45949_v1.0_genomic,65
GCA_015201685.1_PDT000851363.1_genomic,83
GCA_019476325.1_PDT001104098.1_genomic,2009
GCA_013211775.1_ASM1321177v1_genomic,434
GCA_008481865.1_PDT000156327.2_genomic,471
GCA_009546395.1_PDT000623099.1_genomic,42
GCA_917087975.1_FD01847861_genomic,313
GCA_015513635.1_PDT000891199.1_genomic,24
GCA_049346075.1_PDT002708481.1_genomic,2692
GCA_020121555.1_PDT001136332.1_genomic,582
GCA_011495785.1_PDT000682974.1_genomic,135
GCA_010539445.1_PDT000171474.2_genomic,155
GCA_010885375.1_PDT000629727.1_genomic,94
GCA_011748585.1_PDT000711251.1_genomic,85
GCA_019477745.1_PDT001104007.1_genomic,1543
GCA_007758795.1_PDT000101950.3_genomic,138
GCA_041066995.1_PDT002293252.1_genomic,34
GCA_010888995.1_PDT000630085.1_genomic,412
GCA_043025705.1_PDT002412201.1_genomic,1298
GCA_048221785.1_PDT002645346.1_genomic,309
GCA_011384425.1_PDT000705793.1_genomic,40
GCA_045569715.1_ASM4556971v1_genomic,92
GCA_021350835.1_PDT001215473.1_genomic,49
GCA_044640815.1_PDT002433904.1_genomic,1547
GCF_027382655.1_ASM2738265v1_genomic,92
GCA_015652165.1_PDT000894828.1_genomic,885
GCA_008842465.1_PDT000601147.1_genomic,1995
GCA_044439785.1_PDT002435291.1_genomic,423
GCA_011432875.1_PDT000659209.1_genomic,17
GCA_007510785.1_PDT000458594.1_genomic,31
GCA_011744545.1_PDT000712710.1_genomic,433
GCA_011703855.1_PDT000690084.1_genomic,2197
GCA_008979465.1_PDT000151270.2_genomic,359
GCA_040500235.1_PDT002236325.1_genomic,112
GCA_007469415.1_PDT000545193.1_genomic,816
GCA_020903375.1_PDT001179092.1_genomic,83
GCA_011435135.1_PDT000055552.3_genomic,1602
GCA_021004315.1_PDT001187152.1_genomic,356
GCA_019726955.1_PDT001115188.1_genomic,356
GCA_017360605.1_PDT000985219.1_genomic,297
GCA_021761785.1_PDT001235046.1_genomic,45
GCA_015038215.1_PDT000869887.1_genomic,371
GCA_010611085.1_PDT000296954.2_genomic,949
GCA_007971065.1_PDT000557416.1_genomic,311
GCA_010795755.1_PDT000059631.2_genomic,543
GCA_007524565.1_PDT000475578.1_genomic,311
GCA_007614075.1_PDT000532989.1_genomic,2015
GCA_023335455.1_PDT001305880.1_genomic,307
GCA_007296835.1_PDT000379877.1_genomic,197
GCA_007230015.1_PDT000132482.2_genomic,814
GCA_007018105.1_PDT000377670.1_genomic,71
GCF_032308055.1_ASM3230805v1_genomic,543
GCA_008853085.1_PDT000122636.2_genomic,457
GCA_022929725.1_PDT001277315.1_genomic,505
GCA_021743005.1_PDT001234609.1_genomic,699
